
S&P 500 INDEX,Last: 6706.21,Change:  74.02
Date: 16 marzo 2026 alle ore 13:10 GMT-4,Bid: 6704.5698,Ask: 6708.0298,Size: 1*1,Volume: 0
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest,Strike,Puts,Last Sale,Net,Bid,Ask,Volume,IV,Delta,Gamma,Open Interest
Fri Aug 21 2026,SPX260821C05925000,1144.64,0,980.6,987.8,0,0.26,0.8126,0.0002,13,5925.00,SPX260821P05925000,128.97,-25.68,126,127,2,0.2594,-0.1881,0.0002,883
Fri Aug 21 2026,SPX260821C05930000,0,0,976.4,983.6,0,0.2597,0.8116,0.0002,0,5930.00,SPX260821P05930000,0,0,126.8,128,0,0.2592,-0.1891,0.0002,0
Fri Aug 21 2026,SPX260821C05940000,0,0,967.9,975.1,0,0.2589,0.8095,0.0002,0,5940.00,SPX260821P05940000,0,0,128,129.3,0,0.2583,-0.1912,0.0002,0
Fri Aug 21 2026,SPX260821C05950000,898.89,0,960.4,966.6,0,0.2584,0.8074,0.0002,25,5950.00,SPX260821P05950000,128.99,-30.16,129.7,130.5,2,0.2576,-0.1933,0.0002,722
Fri Aug 21 2026,SPX260821C05960000,0,0,951.2,958.3,0,0.2573,0.8053,0.0002,0,5960.00,SPX260821P05960000,0,0,131.1,132.2,0,0.2569,-0.1955,0.0002,0
Fri Aug 21 2026,SPX260821C05970000,0,0,942.8,949.9,0,0.2565,0.8031,0.0002,0,5970.00,SPX260821P05970000,0,0,132.6,133.7,0,0.2561,-0.1976,0.0002,0
Fri Aug 21 2026,SPX260821C05975000,1135.5,0,938.6,945.7,0,0.2562,0.802,0.0002,5,5975.00,SPX260821P05975000,140.12,-22.93,133.1,134.2,12,0.2555,-0.1987,0.0002,829
Fri Aug 21 2026,SPX260821C05980000,0,0,934.4,941.6,0,0.2557,0.801,0.0002,0,5980.00,SPX260821P05980000,0,0,133.9,134.9,0,0.2551,-0.1998,0.0002,0
Fri Aug 21 2026,SPX260821C05990000,0,0,926.1,933.2,0,0.2549,0.7988,0.0002,0,5990.00,SPX260821P05990000,0,0,135.9,136.6,0,0.2546,-0.202,0.0002,0
Fri Aug 21 2026,SPX260821C06000000,924.48,54.43,918.6,924.8,1,0.2545,0.7965,0.0002,18829,6000.00,SPX260821P06000000,136.81,-30.84,137.4,138.1,14,0.2538,-0.2042,0.0002,22057
Fri Aug 21 2026,SPX260821C06010000,0,0,909.5,916.6,0,0.2534,0.7943,0.0003,0,6010.00,SPX260821P06010000,0,0,138.9,139.7,0,0.253,-0.2064,0.0003,0
Fri Aug 21 2026,SPX260821C06020000,0,0,901.2,908.2,0,0.2526,0.792,0.0003,0,6020.00,SPX260821P06020000,0,0,140.4,141.2,0,0.2523,-0.2087,0.0003,0
Fri Aug 21 2026,SPX260821C06025000,1095.05,0,897.1,904.1,0,0.2522,0.7909,0.0003,62,6025.00,SPX260821P06025000,158.73,0,141.2,142,0,0.2519,-0.2098,0.0003,282
Fri Aug 21 2026,SPX260821C06030000,0,0,893,900,0,0.2517,0.7897,0.0003,0,6030.00,SPX260821P06030000,0,0,142,142.8,0,0.2515,-0.211,0.0003,0
Fri Aug 21 2026,SPX260821C06040000,0,0,884.7,891.7,0,0.251,0.7874,0.0003,0,6040.00,SPX260821P06040000,141.8,-32.95,143.6,144.4,1,0.2507,-0.2133,0.0003,29
Fri Aug 21 2026,SPX260821C06050000,1023.3,0,877.3,883.5,0,0.2505,0.7851,0.0003,61,6050.00,SPX260821P06050000,174.19,0,145.2,146,0,0.2499,-0.2156,0.0003,539
